Provider,uniqBeneCount,ClmsperBene,TotalInscClaimAmtReimbursed,MeanInscClaimAmtReimbursed,MaxInscClaimAmtReimbursed,uniqATPhysnCount,ClmsperATPhysn,uniqOPPhysnCount,ClmsperOPPhysn,uniqOTPhysnCount,ClmsperOTPhysn,InClmsPct
PRV51930,6,1.0,1010,168.33333333333334,400,4,1.5,0,-99.0,2,3.0,0.0
PRV51931,45,1.0222222222222221,18430,400.6521739130435,5000,21,2.1904761904761907,6,7.666666666666667,13,3.5384615384615383,0.021739130434782608
PRV51932,21,1.0,31970,1522.3809523809523,16000,8,2.625,4,5.25,5,4.2,0.09523809523809523
PRV51933,56,1.0178571428571428,14370,252.10526315789474,3300,44,1.2954545454545454,10,5.7,22,2.590909090909091,0.0
PRV51934,111,1.0,27270,245.67567567567568,3300,18,6.166666666666667,10,11.1,10,11.1,0.0
PRV51935,55,1.0363636363636364,38280,671.578947368421,12000,39,1.4615384615384615,11,5.181818181818182,17,3.3529411764705883,0.05263157894736842
PRV51936,20,1.0,4770,238.5,1000,18,1.1111111111111112,3,6.666666666666667,7,2.857142857142857,0.0
PRV51937,87,1.0344827586206897,18270,203.0,2600,45,2.0,14,6.428571428571429,28,3.2142857142857144,0.0
PRV51938,95,1.1157894736842104,42020,396.41509433962267,8000,3,35.333333333333336,1,106.0,1,106.0,0.018867924528301886
PRV51940,227,1.105726872246696,1992270,7937.330677290836,71000,21,11.952380952380953,13,19.307692307692307,7,35.857142857142854,0.7689243027888446
PRV51941,27,1.0,17990,666.2962962962963,11000,20,1.35,7,3.857142857142857,6,4.5,0.07407407407407407
PRV51942,52,1.0192307692307692,11880,224.1509433962264,3300,31,1.7096774193548387,11,4.818181818181818,15,3.533333333333333,0.0
PRV51943,85,1.0470588235294118,28970,325.5056179775281,9000,58,1.5344827586206897,6,14.833333333333334,28,3.1785714285714284,0.011235955056179775
PRV51944,111,1.117117117117117,96100,775.0,22000,49,2.5306122448979593,20,6.2,36,3.4444444444444446,0.04032258064516129
PRV51946,89,1.0224719101123596,201370,2212.8571428571427,28000,54,1.6851851851851851,17,5.352941176470588,24,3.7916666666666665,0.25274725274725274
PRV51947,27,1.037037037037037,24090,860.3571428571429,22000,20,1.4,1,28.0,9,3.111111111111111,0.03571428571428571
PRV51948,354,1.4548022598870056,1519950,2951.359223300971,69000,8,64.375,9,57.22222222222222,6,85.83333333333333,0.27766990291262134
PRV51949,68,1.0441176470588236,260140,3663.943661971831,103000,20,3.55,10,7.1,11,6.454545454545454,0.2676056338028169
PRV51950,68,1.0147058823529411,45770,663.3333333333334,19000,16,4.3125,8,8.625,4,17.25,0.043478260869565216
PRV51951,87,1.1724137931034482,473010,4637.35294117647,45000,41,2.4878048780487805,12,8.5,18,5.666666666666667,0.47058823529411764
PRV51952,19,1.0,2470,130.0,500,7,2.7142857142857144,1,19.0,5,3.8,0.0
PRV51954,577,1.1143847487001732,450930,701.2908242612752,57000,183,3.5136612021857925,73,8.808219178082192,114,5.640350877192983,0.03576982892690513
PRV51956,14,1.0,24110,1722.142857142857,11000,9,1.5555555555555556,4,3.5,5,2.8,0.14285714285714285
PRV51957,77,1.025974025974026,210190,2660.6329113924053,19000,45,1.7555555555555555,12,6.583333333333333,17,4.647058823529412,0.3037974683544304
PRV51958,29,1.0,11000,379.3103448275862,3300,17,1.7058823529411764,6,4.833333333333333,9,3.2222222222222223,0.034482758620689655
PRV51959,398,1.8869346733668342,213350,284.08788282290277,3300,4,187.75,3,250.33333333333334,3,250.33333333333334,0.0
PRV51960,45,1.0666666666666667,266640,5555.0,57000,6,8.0,5,9.6,4,12.0,0.4375
PRV51961,137,1.1605839416058394,46610,293.1446540880503,3300,2,79.5,2,79.5,1,159.0,0.0
PRV51963,48,1.125,13630,252.40740740740742,3500,1,54.0,1,54.0,1,54.0,0.0
PRV51964,17,1.0,2440,143.52941176470588,700,2,8.5,1,17.0,1,17.0,0.0
PRV51965,18,1.0555555555555556,2680,141.05263157894737,500,3,6.333333333333333,3,6.333333333333333,3,6.333333333333333,0.0
PRV51966,3,1.0,2450,816.6666666666666,2300,2,1.5,0,-99.0,1,3.0,0.0
PRV51967,53,1.0754716981132075,16830,295.2631578947368,3300,4,14.25,2,28.5,4,14.25,0.0
PRV51968,1,1.0,90,90.0,90,1,1.0,0,-99.0,1,1.0,0.0
PRV51969,39,1.0769230769230769,15450,367.85714285714283,3300,2,21.0,2,21.0,2,21.0,0.0
PRV51970,32,1.09375,25410,726.0,10400,1,35.0,1,35.0,1,35.0,0.0
PRV51972,34,1.0294117647058822,9460,270.2857142857143,3300,3,11.666666666666666,3,11.666666666666666,2,17.5,0.0
PRV51973,63,1.1746031746031746,19060,257.56756756756755,3300,2,37.0,2,37.0,1,74.0,0.0
PRV51974,4,1.0,710,177.5,500,2,2.0,0,-99.0,1,4.0,0.0
PRV51976,7,1.0,61000,8714.285714285714,19000,1,7.0,1,7.0,1,7.0,1.0
PRV51977,1,1.0,8000,8000.0,8000,1,1.0,1,1.0,0,-99.0,1.0
PRV51978,4,1.0,31000,7750.0,12000,2,2.0,0,-99.0,1,4.0,1.0
PRV51979,12,1.0833333333333333,136000,10461.538461538461,22000,1,13.0,1,13.0,0,-99.0,1.0
PRV51981,5,1.0,18000,3600.0,6000,2,2.5,1,5.0,0,-99.0,1.0
PRV51983,39,1.0256410256410255,7050,176.25,2400,25,1.6,5,8.0,8,5.0,0.0
PRV51984,337,1.5578635014836795,160780,306.247619047619,3300,34,15.441176470588236,31,16.93548387096774,22,23.863636363636363,0.0
PRV51987,2,1.0,30,15.0,20,2,1.0,0,-99.0,0,-99.0,0.0
PRV51988,32,1.15625,12230,330.5405405405405,2900,2,18.5,2,18.5,2,18.5,0.0
PRV51989,18,1.0,4060,225.55555555555554,900,1,18.0,1,18.0,1,18.0,0.0
PRV51990,49,1.816326530612245,18690,210.0,2200,4,22.25,3,29.666666666666668,4,22.25,0.0
PRV51991,30,1.0333333333333334,9570,308.7096774193548,1900,2,15.5,2,15.5,2,15.5,0.0
PRV51992,54,1.1296296296296295,10790,176.88524590163934,2700,2,30.5,2,30.5,2,30.5,0.0
PRV51993,2,1.0,230,115.0,200,1,2.0,0,-99.0,1,2.0,0.0
PRV51994,31,1.064516129032258,11780,356.969696969697,2100,4,8.25,3,11.0,4,8.25,0.0
PRV51995,20,1.0,9700,485.0,2600,2,10.0,1,20.0,2,10.0,0.0
PRV51996,38,1.0789473684210527,10070,245.609756097561,2700,4,10.25,2,20.5,3,13.666666666666666,0.0
PRV51998,28,1.0,5360,191.42857142857142,2200,2,14.0,2,14.0,2,14.0,0.0
PRV51999,17,1.0,2660,156.47058823529412,800,3,5.666666666666667,1,17.0,2,8.5,0.0
PRV52001,744,1.581989247311828,320620,272.4044180118946,4300,13,90.53846153846153,13,90.53846153846153,10,117.7,0.0
PRV52002,180,1.0444444444444445,343260,1825.8510638297873,57000,107,1.7570093457943925,37,5.081081081081081,54,3.4814814814814814,0.1276595744680851
PRV52003,144,1.0694444444444444,806950,5239.935064935065,57000,51,3.019607843137255,14,11.0,31,4.967741935483871,0.5
PRV52004,41,1.146341463414634,15680,333.6170212765957,3300,1,47.0,2,23.5,1,47.0,0.0
PRV52007,18,1.0,1910,106.11111111111111,500,2,9.0,1,18.0,2,9.0,0.0
PRV52008,24,1.0416666666666667,4830,193.2,1200,3,8.333333333333334,3,8.333333333333334,3,8.333333333333334,0.0
PRV52009,33,1.0606060606060606,5770,164.85714285714286,1600,4,8.75,2,17.5,4,8.75,0.0
PRV52010,7,1.0,1400,200.0,900,3,2.3333333333333335,0,-99.0,1,7.0,0.0
PRV52011,23,1.1304347826086956,7070,271.9230769230769,1200,8,3.25,3,8.666666666666666,4,6.5,0.0
PRV52012,1,1.0,8000,8000.0,8000,1,1.0,1,1.0,1,1.0,1.0
PRV52013,56,1.1071428571428572,14210,229.19354838709677,3200,15,4.133333333333334,5,12.4,7,8.857142857142858,0.0
PRV52014,299,1.173913043478261,93890,267.4928774928775,3300,113,3.106194690265487,47,7.468085106382978,74,4.743243243243243,0.0
PRV52017,262,1.0687022900763359,304770,1088.4642857142858,32000,48,5.833333333333333,30,9.333333333333334,39,7.17948717948718,0.08214285714285714
PRV52019,1734,1.1309111880046137,5996050,3057.6491585925546,98000,643,3.0497667185069983,297,6.602693602693603,112,17.508928571428573,0.2631310555838858
PRV52020,577,1.050259965337955,1164820,1922.145214521452,57000,93,6.516129032258065,72,8.416666666666666,45,13.466666666666667,0.15181518151815182
PRV52021,570,1.075438596491228,1951850,3184.094616639478,82000,128,4.7890625,52,11.788461538461538,70,8.757142857142858,0.29526916802610115
PRV52022,66,1.0,17770,269.24242424242425,2100,21,3.142857142857143,9,7.333333333333333,12,5.5,0.0
PRV52024,2,1.0,2100,1050.0,1700,1,2.0,1,2.0,0,-99.0,0.0
PRV52025,117,1.017094017094017,35190,295.7142857142857,3300,42,2.8333333333333335,16,7.4375,20,5.95,0.0
PRV52026,23,1.0434782608695652,6960,290.0,3300,11,2.1818181818181817,3,8.0,7,3.4285714285714284,0.0
PRV52027,179,1.011173184357542,402620,2224.4198895027625,51000,89,2.033707865168539,31,5.838709677419355,40,4.525,0.2541436464088398
PRV52028,18,1.0,69530,3862.777777777778,46000,9,2.0,3,6.0,3,6.0,0.2222222222222222
PRV52029,159,1.0566037735849056,166610,991.7261904761905,35000,63,2.6666666666666665,25,6.72,41,4.097560975609756,0.06547619047619048
PRV52030,1179,1.9296013570822732,681360,299.4989010989011,28000,20,113.75,16,142.1875,16,142.1875,0.0017582417582417582
PRV52031,112,1.1160714285714286,37770,302.16,11000,49,2.5510204081632653,18,6.944444444444445,28,4.464285714285714,0.008
PRV52032,568,1.1038732394366197,698640,1114.2583732057417,26000,103,6.087378640776699,51,12.294117647058824,92,6.815217391304348,0.08931419457735247
PRV52037,159,1.0754716981132075,52660,307.953216374269,3300,86,1.9883720930232558,27,6.333333333333333,47,3.6382978723404253,0.0
PRV52038,217,1.1935483870967742,240630,929.073359073359,18000,85,3.0470588235294116,37,7.0,50,5.18,0.08494208494208494
PRV52039,46,1.0869565217391304,10170,203.4,1400,9,5.555555555555555,5,10.0,4,12.5,0.0
PRV52041,918,2.053376906318083,604980,320.9442970822281,6060,8,235.625,7,269.2857142857143,2,942.5,0.0
PRV52042,50,1.04,27720,533.0769230769231,9000,16,3.25,7,7.428571428571429,10,5.2,0.019230769230769232
PRV52044,75,1.0533333333333332,408830,5175.06329113924,48000,39,2.0256410256410255,16,4.9375,18,4.388888888888889,0.5443037974683544
PRV52045,231,1.051948051948052,577030,2374.6090534979426,82000,128,1.8984375,52,4.673076923076923,64,3.796875,0.18930041152263374
PRV52046,98,1.030612244897959,28190,279.1089108910891,2400,42,2.4047619047619047,15,6.733333333333333,22,4.590909090909091,0.0
PRV52047,21,1.1428571428571428,148550,6189.583333333333,50000,3,8.0,2,12.0,3,8.0,0.625
PRV52048,98,1.1020408163265305,38820,359.44444444444446,3300,65,1.6615384615384616,23,4.695652173913044,28,3.857142857142857,0.0
PRV52049,189,1.0158730158730158,55850,290.8854166666667,3300,75,2.56,25,7.68,47,4.085106382978723,0.0
PRV52051,88,1.0113636363636365,35290,396.5168539325843,3300,41,2.1707317073170733,14,6.357142857142857,25,3.56,0.0
PRV52052,56,1.0357142857142858,48580,837.5862068965517,17000,12,4.833333333333333,6,9.666666666666666,6,9.666666666666666,0.08620689655172414
PRV52054,232,1.0344827586206897,78490,327.0416666666667,3300,121,1.9834710743801653,32,7.5,67,3.582089552238806,0.0
PRV52055,148,1.3716216216216217,51010,251.2807881773399,3300,35,5.8,14,14.5,25,8.12,0.0
PRV52056,52,1.1538461538461537,17280,288.0,1800,13,4.615384615384615,8,7.5,5,12.0,0.0
PRV52057,164,1.1280487804878048,173770,939.2972972972973,57000,48,3.8541666666666665,20,9.25,35,5.285714285714286,0.05405405405405406
PRV52058,199,1.0251256281407035,55450,271.8137254901961,3300,70,2.914285714285714,25,8.16,37,5.513513513513513,0.0
PRV52059,430,2.9930232558139536,540810,420.2097902097902,41000,17,75.70588235294117,21,61.285714285714285,11,117.0,0.010101010101010102
PRV52061,121,1.0826446280991735,31790,242.67175572519085,3300,50,2.62,18,7.277777777777778,31,4.225806451612903,0.0
PRV52062,181,1.0165745856353592,56860,309.0217391304348,3300,70,2.6285714285714286,23,8.0,39,4.717948717948718,0.0
PRV52063,728,1.0879120879120878,1116210,1409.3560606060605,50000,142,5.577464788732394,61,12.98360655737705,100,7.92,0.1111111111111111
PRV52064,1536,1.8515625,1119680,393.69901547116734,31000,65,43.753846153846155,57,49.89473684210526,33,86.18181818181819,0.013361462728551337
PRV52065,316,1.0284810126582278,1250280,3847.0153846153844,69000,131,2.480916030534351,76,4.276315789473684,63,5.158730158730159,0.3569230769230769
PRV52066,630,2.3095238095238093,386530,265.65635738831617,4300,3,485.0,3,485.0,3,485.0,0.0
PRV52068,48,1.0,13080,272.5,1700,25,1.92,6,8.0,16,3.0,0.0
PRV52069,84,1.0476190476190477,22280,253.1818181818182,3200,42,2.0952380952380953,17,5.176470588235294,27,3.259259259259259,0.0
PRV52071,328,2.283536585365854,259850,346.92923898531376,14030,29,25.82758620689655,29,25.82758620689655,25,29.96,0.0
PRV52072,124,1.064516129032258,421030,3189.621212121212,43000,47,2.8085106382978724,12,11.0,20,6.6,0.3106060606060606
PRV52073,63,1.0158730158730158,359250,5613.28125,56000,14,4.571428571428571,16,4.0,14,4.571428571428571,0.4375
PRV52074,134,1.0522388059701493,161600,1146.099290780142,33000,49,2.877551020408163,26,5.423076923076923,30,4.7,0.07801418439716312
PRV52075,5,1.0,1220,244.0,600,4,1.25,2,2.5,3,1.6666666666666667,0.0
PRV52076,199,1.1105527638190955,554060,2507.0588235294117,46000,96,2.3020833333333335,37,5.972972972972973,56,3.9464285714285716,0.25339366515837103
PRV52077,695,1.6633093525179856,1364150,1180.060553633218,112000,12,96.33333333333333,12,96.33333333333333,10,115.6,0.08996539792387544
PRV52079,31,1.064516129032258,45100,1366.6666666666667,15000,22,1.5,11,3.0,5,6.6,0.21212121212121213
PRV52081,24,1.0,28270,1177.9166666666667,9000,17,1.411764705882353,4,6.0,6,4.0,0.125
PRV52082,8,1.0,880,110.0,400,5,1.6,0,-99.0,2,4.0,0.0
PRV52084,32,1.0625,107750,3169.1176470588234,21000,22,1.5454545454545454,12,2.8333333333333335,12,2.8333333333333335,0.29411764705882354
PRV52085,747,1.1030789825970548,240620,292.0145631067961,12060,144,5.722222222222222,69,11.942028985507246,102,8.07843137254902,0.0
PRV52087,44,1.2727272727272727,20350,363.39285714285717,3000,23,2.4347826086956523,11,5.090909090909091,9,6.222222222222222,0.03571428571428571
PRV52088,44,1.0,24990,567.9545454545455,18000,10,4.4,3,14.666666666666666,6,7.333333333333333,0.022727272727272728
PRV52089,102,1.4215686274509804,221580,1528.1379310344828,49000,19,7.631578947368421,11,13.181818181818182,20,7.25,0.10344827586206896
PRV52090,279,1.086021505376344,98250,324.25742574257424,5700,47,6.446808510638298,17,17.823529411764707,28,10.821428571428571,0.0
PRV52092,144,1.1041666666666667,141470,889.7484276729559,18000,62,2.564516129032258,23,6.913043478260869,30,5.3,0.07547169811320754
PRV52094,50,1.06,161120,3040.0,57000,27,1.962962962962963,7,7.571428571428571,13,4.076923076923077,0.1509433962264151
PRV52095,37,1.027027027027027,15560,409.4736842105263,5000,30,1.2666666666666666,5,7.6,11,3.4545454545454546,0.02631578947368421
PRV52097,51,1.0784313725490196,19640,357.09090909090907,4200,20,2.75,9,6.111111111111111,14,3.9285714285714284,0.01818181818181818
PRV52098,435,1.07816091954023,122660,261.5351812366738,3300,130,3.6076923076923078,49,9.571428571428571,73,6.424657534246576,0.0
PRV52099,71,1.267605633802817,31370,348.55555555555554,9000,31,2.903225806451613,12,7.5,18,5.0,0.022222222222222223
PRV52100,177,1.1355932203389831,1533150,7627.611940298508,57000,35,5.742857142857143,11,18.272727272727273,19,10.578947368421053,0.8159203980099502
PRV52101,15,1.0,12500,833.3333333333334,10000,9,1.6666666666666667,5,3.0,3,5.0,0.06666666666666667
PRV52102,15,1.0,1910,127.33333333333333,400,10,1.5,3,5.0,6,2.5,0.0
PRV52104,663,1.7933634992458523,347070,291.9007569386039,6060,9,132.11111111111111,9,132.11111111111111,4,297.25,0.0
PRV52105,25,1.04,12780,491.53846153846155,3300,6,4.333333333333333,3,8.666666666666666,4,6.5,0.0
PRV52107,114,1.043859649122807,124760,1048.4033613445379,24000,5,23.8,5,23.8,4,29.75,0.08403361344537816
PRV52109,222,1.117117117117117,75580,304.758064516129,3300,109,2.2752293577981653,35,7.085714285714285,58,4.275862068965517,0.0
PRV52111,82,1.0365853658536586,89960,1058.3529411764705,37000,36,2.361111111111111,14,6.071428571428571,19,4.473684210526316,0.10588235294117647
PRV52112,85,1.0,259790,3056.3529411764707,29000,41,2.073170731707317,21,4.0476190476190474,17,5.0,0.2823529411764706
PRV52113,53,2.2641509433962264,22170,184.75,3300,4,30.0,4,30.0,4,30.0,0.0
PRV52114,633,2.004739336492891,1418220,1117.5886524822695,57000,12,105.75,12,105.75,9,141.0,0.08274231678486997
PRV52115,74,1.2162162162162162,241500,2683.3333333333335,40000,37,2.4324324324324325,14,6.428571428571429,19,4.7368421052631575,0.2222222222222222
PRV52118,49,1.0612244897959184,113660,2185.769230769231,57000,20,2.6,9,5.777777777777778,13,4.0,0.07692307692307693
PRV52119,51,1.0196078431372548,202380,3891.923076923077,35000,26,2.0,13,4.0,14,3.7142857142857144,0.3076923076923077
PRV52120,1098,1.121129326047359,1950720,1584.6628757108042,57000,54,22.796296296296298,42,29.30952380952381,77,15.987012987012987,0.13403736799350122
PRV52121,50,1.06,49610,936.0377358490566,12000,20,2.65,5,10.6,12,4.416666666666667,0.07547169811320754
PRV52122,41,1.0,18740,457.0731707317073,3300,21,1.9523809523809523,5,8.2,9,4.555555555555555,0.0
PRV52123,219,1.1689497716894977,1447140,5652.890625,57000,35,7.314285714285714,20,12.8,17,15.058823529411764,0.6328125
PRV52124,113,1.0176991150442478,189250,1645.6521739130435,43000,42,2.738095238095238,21,5.476190476190476,28,4.107142857142857,0.06086956521739131
PRV52126,106,1.0377358490566038,388830,3534.818181818182,20000,69,1.5942028985507246,28,3.9285714285714284,24,4.583333333333333,0.35454545454545455
PRV52127,15,1.0,73050,4870.0,51000,14,1.0714285714285714,4,3.75,5,3.0,0.3333333333333333
PRV52128,106,1.0660377358490567,492550,4358.849557522124,37000,11,10.272727272727273,6,18.833333333333332,8,14.125,0.4690265486725664
PRV52129,75,2.973333333333333,55590,249.28251121076232,3300,22,10.136363636363637,17,13.117647058823529,14,15.928571428571429,0.0
PRV52130,90,1.0333333333333334,141100,1517.2043010752689,57000,45,2.066666666666667,18,5.166666666666667,21,4.428571428571429,0.10752688172043011
PRV52131,75,1.12,349760,4163.809523809524,57000,42,2.0,14,6.0,15,5.6,0.36904761904761907
PRV52133,270,1.1296296296296295,105080,344.5245901639344,4000,42,7.261904761904762,22,13.863636363636363,38,8.026315789473685,0.006557377049180328
PRV52135,239,1.100418410041841,1825550,6941.254752851711,57000,40,6.575,6,43.833333333333336,14,18.785714285714285,0.7984790874524715
PRV52136,100,1.04,380190,3655.673076923077,58000,56,1.8571428571428572,24,4.333333333333333,20,5.2,0.38461538461538464
PRV52138,179,1.0502793296089385,58880,313.1914893617021,3300,75,2.506666666666667,24,7.833333333333333,47,4.0,0.0
PRV52140,18,1.0555555555555556,5130,270.0,3200,8,2.375,2,9.5,4,4.75,0.0
PRV52141,341,1.967741935483871,220290,328.301043219076,10000,39,17.205128205128204,28,23.964285714285715,30,22.366666666666667,0.004470938897168405
PRV52142,59,1.0,248520,4212.203389830508,33000,35,1.6857142857142857,14,4.214285714285714,11,5.363636363636363,0.4745762711864407
PRV52143,17,1.0,8290,487.6470588235294,2300,11,1.5454545454545454,3,5.666666666666667,5,3.4,0.0
PRV52144,133,1.0075187969924813,123130,918.8805970149253,12000,64,2.09375,20,6.7,39,3.4358974358974357,0.08955223880597014
PRV52145,236,1.0381355932203389,60910,248.6122448979592,3300,50,4.9,20,12.25,21,11.666666666666666,0.0
PRV52146,39,1.0256410256410255,240710,6017.75,39000,29,1.3793103448275863,15,2.6666666666666665,9,4.444444444444445,0.6
PRV52147,211,1.0,291500,1381.516587677725,57000,68,3.1029411764705883,33,6.393939393939394,44,4.795454545454546,0.08530805687203792
PRV52148,76,1.0263157894736843,345150,4425.0,30000,35,2.2285714285714286,17,4.588235294117647,14,5.571428571428571,0.5384615384615384
PRV52149,174,1.0344827586206897,191550,1064.1666666666667,44000,65,2.769230769230769,23,7.826086956521739,36,5.0,0.08888888888888889
PRV52150,288,1.0763888888888888,445240,1436.258064516129,57000,118,2.6271186440677967,47,6.595744680851064,57,5.43859649122807,0.1
PRV52151,114,1.0614035087719298,474110,3918.2644628099174,64000,62,1.9516129032258065,29,4.172413793103448,29,4.172413793103448,0.3884297520661157
PRV52152,84,1.0476190476190477,454360,5163.181818181818,47000,52,1.6923076923076923,22,4.0,18,4.888888888888889,0.5340909090909091
PRV52154,705,1.052482269503546,194350,261.92722371967653,4300,89,8.337078651685394,48,15.458333333333334,60,12.366666666666667,0.0
PRV52155,56,1.1071428571428572,98490,1588.5483870967741,14000,35,1.7714285714285714,13,4.769230769230769,18,3.4444444444444446,0.1935483870967742
PRV52156,123,1.008130081300813,271910,2192.8225806451615,92000,53,2.339622641509434,22,5.636363636363637,31,4.0,0.10483870967741936
PRV52157,178,1.2752808988764044,494450,2178.193832599119,57000,105,2.1619047619047618,46,4.934782608695652,51,4.450980392156863,0.1894273127753304
PRV52159,263,1.0304182509505704,288300,1063.8376383763837,32000,87,3.1149425287356323,36,7.527777777777778,67,4.044776119402985,0.08856088560885608
PRV52160,53,1.0,41460,782.2641509433962,12000,29,1.8275862068965518,10,5.3,13,4.076923076923077,0.05660377358490566
PRV52161,10,1.0,1660,166.0,600,7,1.4285714285714286,3,3.3333333333333335,5,2.0,0.0
PRV52162,36,1.0833333333333333,28000,717.9487179487179,14000,20,1.95,5,7.8,11,3.5454545454545454,0.02564102564102564
PRV52163,62,1.0,37470,604.3548387096774,7000,21,2.9523809523809526,7,8.857142857142858,12,5.166666666666667,0.03225806451612903
PRV52165,62,1.1612903225806452,114060,1584.1666666666667,15000,39,1.8461538461538463,13,5.538461538461538,20,3.6,0.1388888888888889
PRV52166,85,1.1764705882352942,69300,693.0,15000,37,2.7027027027027026,13,7.6923076923076925,21,4.761904761904762,0.07
PRV52167,74,1.0810810810810811,116390,1454.875,36000,39,2.051282051282051,12,6.666666666666667,22,3.6363636363636362,0.1125
PRV52168,77,1.0129870129870129,17660,226.4102564102564,2700,36,2.1666666666666665,7,11.142857142857142,26,3.0,0.0
PRV52169,38,1.0263157894736843,10000,256.4102564102564,2000,33,1.1818181818181819,8,4.875,17,2.2941176470588234,0.0
PRV52170,43,1.0,62090,1443.953488372093,44000,27,1.5925925925925926,8,5.375,13,3.3076923076923075,0.06976744186046512
PRV52171,12,1.0,17820,1485.0,8000,8,1.5,4,3.0,5,2.4,0.25
PRV52173,108,1.1018518518518519,1381400,11608.403361344537,73000,2,59.5,1,119.0,0,-99.0,1.0
PRV52174,4,1.0,830,207.5,700,3,1.3333333333333333,0,-99.0,1,4.0,0.0
PRV52175,215,1.027906976744186,58320,263.8914027149321,5000,63,3.507936507936508,26,8.5,36,6.138888888888889,0.0
PRV52176,21,1.0,312000,14857.142857142857,44000,4,5.25,5,4.2,1,21.0,1.0
PRV52177,39,1.0,33850,867.9487179487179,14000,20,1.95,9,4.333333333333333,13,3.0,0.1282051282051282
PRV52178,121,1.1239669421487604,1379590,10144.04411764706,57000,6,22.666666666666668,2,68.0,3,45.333333333333336,0.9779411764705882
PRV52179,19,2.3157894736842106,39910,907.0454545454545,19000,4,11.0,3,14.666666666666666,3,14.666666666666666,0.045454545454545456
PRV52180,58,1.0689655172413792,78720,1269.6774193548388,28000,25,2.48,8,7.75,13,4.769230769230769,0.08064516129032258
PRV52181,25,1.08,108640,4023.703703703704,21000,19,1.4210526315789473,11,2.4545454545454546,9,3.0,0.37037037037037035
PRV52182,54,2.0185185185185186,63620,583.6697247706422,11000,8,13.625,6,18.166666666666668,7,15.571428571428571,0.045871559633027525
PRV52184,20,1.05,2960,140.95238095238096,1000,7,3.0,3,7.0,5,4.2,0.0
PRV52185,54,1.2592592592592593,15510,228.08823529411765,1700,1,68.0,1,68.0,1,68.0,0.0
PRV52186,38,1.0789473684210527,7160,174.6341463414634,1500,9,4.555555555555555,4,10.25,6,6.833333333333333,0.0
PRV52187,25,1.08,7440,275.55555555555554,2300,6,4.5,4,6.75,5,5.4,0.0
PRV52188,32,1.03125,171080,5184.242424242424,57000,11,3.0,5,6.6,10,3.3,0.42424242424242425
PRV52189,20,1.15,5890,256.0869565217391,2600,4,5.75,1,23.0,4,5.75,0.0
PRV52191,25,1.12,8640,308.57142857142856,2700,17,1.6470588235294117,2,14.0,7,4.0,0.0
PRV52192,29,1.103448275862069,52060,1626.875,12000,13,2.4615384615384617,6,5.333333333333333,8,4.0,0.1875
PRV52193,125,1.224,28620,187.05882352941177,2200,1,153.0,1,153.0,1,153.0,0.0
PRV52195,10,1.0,120000,12000.0,43000,8,1.25,5,2.0,3,3.3333333333333335,1.0
PRV52196,6,1.0,2710,451.6666666666667,1400,2,3.0,0,-99.0,1,6.0,0.0
PRV52197,10,1.0,114000,11400.0,57000,4,2.5,3,3.3333333333333335,2,5.0,1.0
PRV52199,10,1.0,1080,108.0,400,4,2.5,1,10.0,1,10.0,0.0
PRV52200,1,1.0,40,40.0,40,1,1.0,0,-99.0,0,-99.0,0.0
PRV52201,9,1.0,450,50.0,100,1,9.0,1,9.0,1,9.0,0.0
PRV52202,49,1.0204081632653061,8200,164.0,1100,2,25.0,2,25.0,2,25.0,0.0
PRV52204,8,1.125,2590,287.77777777777777,1200,1,9.0,1,9.0,0,-99.0,0.0
PRV52205,2,1.0,1120,560.0,1100,1,2.0,0,-99.0,0,-99.0,0.0
PRV52206,5,1.0,1810,362.0,1300,2,2.5,2,2.5,2,2.5,0.0
PRV52208,12,1.0833333333333333,4560,350.7692307692308,2000,1,13.0,1,13.0,1,13.0,0.0
PRV52209,8,1.0,4960,620.0,2900,3,2.6666666666666665,1,8.0,2,4.0,0.0
PRV52211,124,1.0483870967741935,26860,206.6153846153846,3300,1,130.0,1,130.0,0,-99.0,0.0
PRV52212,62,1.032258064516129,13220,206.5625,3000,2,32.0,2,32.0,2,32.0,0.0
PRV52213,7,1.0,590,84.28571428571429,200,3,2.3333333333333335,0,-99.0,1,7.0,0.0
PRV52214,43,1.0930232558139534,12680,269.78723404255317,2600,1,47.0,1,47.0,0,-99.0,0.0
PRV52216,14,1.0714285714285714,4940,329.3333333333333,3300,2,7.5,1,15.0,2,7.5,0.0
PRV52217,4,1.25,520,104.0,400,3,1.6666666666666667,2,2.5,2,2.5,0.0
PRV52218,8,1.0,1660,207.5,900,1,8.0,1,8.0,1,8.0,0.0
PRV52219,4,1.0,2780,695.0,2100,2,2.0,1,4.0,2,2.0,0.0
PRV52220,12,1.0,2200,183.33333333333334,900,2,6.0,1,12.0,2,6.0,0.0
PRV52221,1,1.0,10,10.0,10,1,1.0,1,1.0,1,1.0,0.0
PRV52222,52,1.0384615384615385,16920,313.3333333333333,3100,1,54.0,1,54.0,1,54.0,0.0
PRV52224,35,1.1714285714285715,10100,246.34146341463415,3300,3,13.666666666666666,3,13.666666666666666,3,13.666666666666666,0.0
PRV52225,6,1.0,840,140.0,400,2,3.0,1,6.0,2,3.0,0.0
PRV52226,2,1.0,100,50.0,90,1,2.0,0,-99.0,0,-99.0,0.0
