Provider,DeductibleAmtPaid_mean,DeductibleAmtPaid_max,NoOfMonths_PartACov_mean,NoOfMonths_PartBCov_mean,OPAnnualReimbursementAmt_mean,OPAnnualReimbursementAmt_max,OPAnnualReimbursementAmt_sum,OPAnnualDeductibleAmt_mean,OPAnnualDeductibleAmt_max,OPAnnualDeductibleAmt_sum,ClaimCounts,Gender,ClaimPeriod,RaceOneFrac,MajorRace,RenalDiseaseIndicator,Age,uniqBeneCount,ClmsperBene,TotalInscClaimAmtReimbursed,MeanInscClaimAmtReimbursed,MaxInscClaimAmtReimbursed,uniqATPhysnCount,ClmsperATPhysn,uniqOPPhysnCount,ClmsperOPPhysn,uniqOTPhysnCount,ClmsperOTPhysn,InClmsPct,StateCount_Uniq,MajorState,CountyCount_Uniq,MajorCounty,TotalIPAnnualReimbursementAmt,MeanIPAnnualReimbursementAmt,MaxIPAnnualReimbursementAmt,TotalIPAnnualDeductibleAmtdf,MeanIPAnnualDeductibleAmt,MaxIPAnnualDeductibleAmt,MaxHospitalDays,MedianHospitalDays,MeanHospitalDays,Chronic_Alzheimer_Frac,Chronic_Heartfailure_Frac,Chronic_KidneyDisease_Frac,Chronic_Cancer_Frac,Chronic_ObstrPulmonary_Frac,Chronic_Depression_Frac,Chronic_Diabetes_Frac,Chronic_IschemicHeart_Frac,Chronic_Osteoporasis_Frac,Chronic_rheumatoidarthritis_Frac,Chronic_stroke_Frac,Deceased_Frac,PotentialFraud
PRV56176,11.904761904761903,100.0,12.0,12.0,2630.4761904761904,5250,55240,900.4761904761905,2590,18910,21,0.381,3.857,0.667,1,0.095,75.0,15,1.4,7960,379.04761904761904,3300,5,4.2,3,7.0,3,7.0,0.0,1,54,7,750,7360,350.4761904761905,7360,1068,50.85714285714285,1068,0.0,0.0,0.0,0.3333333333333333,0.6190476190476191,0.3809523809523809,0.0952380952380952,0.4285714285714285,0.4285714285714285,0.5238095238095238,0.7142857142857143,0.4285714285714285,0.4761904761904761,0.0476190476190476,0.0,0
PRV52920,135.05882352941177,1068.0,12.0,12.0,1351.1764705882354,4390,22970,359.4117647058824,1230,6110,17,0.176,1.529,0.941,1,0.059,74.0,17,1.0,14530,854.7058823529412,8000,9,1.8888888888888888,3,5.666666666666667,6,2.833333333333333,0.1176470588235294,1,15,5,580,42780,2516.470588235294,12000,6408,376.9411764705882,2136,4.0,0.0,0.4117647058823529,0.2352941176470588,0.7058823529411765,0.1764705882352941,0.1176470588235294,0.0588235294117647,0.2941176470588235,0.5294117647058824,0.8235294117647058,0.3529411764705882,0.2941176470588235,0.1764705882352941,0.0,0
PRV52494,0.0,0.0,12.0,12.0,2910.0,2910,2910,1140.0,1140,1140,1,1.0,1.0,0.0,3,0.0,74.0,1,1.0,20,20.0,20,1,1.0,0,-99.0,0,-99.0,0.0,1,12,1,40,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
PRV51654,5.0,10.0,12.0,12.0,605.0,670,1210,270.0,420,540,2,1.0,3.0,0.0,2,0.5,60.5,2,1.0,220,110.0,200,1,2.0,1,2.0,1,2.0,0.0,1,5,1,470,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0
PRV51890,53.71428571428572,1068.0,12.0,12.0,1860.0,15410,39060,747.6190476190476,4120,15700,21,0.333,3.048,0.952,1,0.143,69.0,18,1.1666666666666667,14510,690.952380952381,11000,7,3.0,3,7.0,4,5.25,0.0476190476190476,2,32,5,500,149900,7138.095238095239,68420,11748,559.4285714285714,3204,3.0,0.0,0.1428571428571428,0.4761904761904761,0.8095238095238095,0.4285714285714285,0.1428571428571428,0.4285714285714285,0.4761904761904761,0.6666666666666666,0.8095238095238095,0.0476190476190476,0.4285714285714285,0.0952380952380952,0.0476190476190476,0
PRV51983,7.0,100.0,12.0,11.975,2112.0,16800,84480,618.75,4650,24750,40,0.55,2.925,0.825,1,0.2,76.5,39,1.0256410256410255,7050,176.25,2400,25,1.6,5,8.0,8,5.0,0.0,3,21,9,630,218600,5465.0,64240,37156,928.9,22204,0.0,0.0,0.0,0.325,0.675,0.5,0.2,0.275,0.4,0.8,0.825,0.325,0.275,0.025,0.0,0
PRV53600,1068.0,1068.0,12.0,12.0,140.0,140,140,1350.0,1350,1350,1,1.0,3.0,0.0,2,0.0,76.0,1,1.0,4000,4000.0,4000,1,1.0,1,1.0,0,-99.0,1.0,1,19,1,550,4000,4000.0,4000,1068,1068.0,1068,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
PRV53535,2.1052631578947367,40.0,12.0,12.0,1823.684210526316,12860,34650,333.6842105263158,2890,6340,19,0.579,2.526,0.842,1,0.105,77.0,18,1.0555555555555556,8970,472.10526315789474,3300,1,19.0,0,-99.0,1,19.0,0.0,1,19,2,620,55680,2930.5263157894738,22000,11680,614.7368421052631,4272,0.0,0.0,0.0,0.1578947368421052,0.5263157894736842,0.4210526315789473,0.1578947368421052,0.2631578947368421,0.5789473684210527,0.5263157894736842,0.8947368421052632,0.2105263157894736,0.1052631578947368,0.1052631578947368,0.0,0
PRV57348,3.1630434782608696,200.0,11.971739130434782,11.904347826086957,2276.75,35900,2094610,642.3152173913044,7930,590930,920,0.442,2.367,0.915,1,0.19,73.0,638,1.4420062695924765,255770,278.0108695652174,3300,6,153.33333333333334,5,184.0,6,153.33333333333334,0.0,7,50,29,850,4073830,4428.076086956522,70600,404692,439.88260869565215,6272,0.0,0.0,0.0,0.3717391304347826,0.5434782608695652,0.3782608695652174,0.1423913043478261,0.2782608695652174,0.4293478260869565,0.683695652173913,0.6934782608695652,0.3271739130434782,0.2673913043478261,0.075,0.0054347826086956,0
PRV55986,2.8448275862068964,100.0,12.0,11.948275862068966,2310.905172413793,33470,536130,674.2241379310345,8680,156420,232,0.435,2.341,0.849,1,0.216,75.0,212,1.0943396226415094,65390,281.8534482758621,8080,167,1.3892215568862276,47,4.9361702127659575,76,3.0526315789473686,0.0,17,54,46,999,1189790,5128.4051724137935,68720,115504,497.86206896551727,7476,0.0,0.0,0.0,0.375,0.5775862068965517,0.375,0.2025862068965517,0.271551724137931,0.3620689655172414,0.6853448275862069,0.7413793103448276,0.3060344827586206,0.271551724137931,0.1077586206896551,0.0129310344827586,0
PRV53724,0.0,0.0,12.0,12.0,1370.0,2300,2740,285.0,490,570,2,0.5,11.0,0.5,1,0.0,80.5,2,1.0,120,60.0,70,2,1.0,0,-99.0,2,1.0,0.0,1,21,1,160,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0
PRV51921,2.4285714285714284,80.0,12.0,9.771428571428572,3593.8571428571427,33210,251570,724.4,5858,50708,70,0.529,1.457,0.743,1,0.114,80.0,24,2.9166666666666665,19290,275.57142857142856,3300,1,70.0,1,70.0,1,70.0,0.0,1,6,3,500,155600,2222.8571428571427,68420,9612,137.31428571428572,3204,0.0,0.0,0.0,0.4714285714285714,0.3285714285714285,0.4714285714285714,0.2142857142857142,0.1285714285714285,0.4857142857142857,0.5714285714285714,0.9285714285714286,0.2142857142857142,0.3142857142857143,0.0142857142857142,0.0,0
PRV52485,12.0,60.0,12.0,12.0,1660.0,3100,8300,746.0,1770,3730,5,1.0,1.0,0.2,3,0.0,82.0,4,1.25,1580,316.0,700,2,2.5,0,-99.0,2,2.5,0.0,1,12,1,50,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.2,0.6,0.8,0.8,0.2,0.4,0.0,0.0,0
PRV57529,1.3559322033898304,100.0,11.932203389830509,11.959322033898305,1877.457627118644,28290,553850,660.1016949152543,7540,194730,295,0.42,2.715,0.946,1,0.119,75.0,188,1.569148936170213,75340,255.38983050847452,3300,50,5.9,15,19.666666666666668,37,7.972972972972973,0.0,4,52,28,700,759030,2572.983050847457,57410,82236,278.7661016949153,4272,0.0,0.0,0.0,0.3152542372881356,0.5661016949152542,0.335593220338983,0.0915254237288135,0.3220338983050847,0.3559322033898305,0.5830508474576271,0.7728813559322034,0.2203389830508474,0.2576271186440678,0.1016949152542373,0.0033898305084745,0
PRV51100,1068.0,1068.0,12.0,12.0,742.0,2010,3710,236.0,770,1180,5,0.2,7.0,1.0,1,0.2,70.0,5,1.0,78000,15600.0,33000,3,1.6666666666666667,1,5.0,1,5.0,1.0,1,1,2,360,78690,15738.0,33540,5340,1068.0,1068,10.0,6.0,7.0,0.2,0.8,0.4,0.0,0.2,0.2,0.6,0.8,0.0,0.4,0.0,0.2,0
PRV55490,393.9591836734694,1068.0,11.76,12.0,2113.6,25560,105680,521.6,5860,26080,50,0.28,4.06,0.88,1,0.2,71.0,46,1.0869565217391304,160900,3218.0,17000,40,1.25,11,4.545454545454546,12,4.166666666666667,0.38,3,54,16,999,449980,8999.6,52000,52632,1052.64,4272,14.0,0.0,2.48,0.46,0.68,0.56,0.28,0.38,0.36,0.78,0.8,0.32,0.24,0.1,0.02,0
PRV53143,291.27272727272725,1068.0,12.0,12.0,1545.0,4500,18540,618.3333333333334,3920,7420,12,0.417,4.167,0.833,1,0.333,85.0,7,1.7142857142857142,65670,5472.5,24000,4,3.0,1,12.0,3,4.0,0.3333333333333333,2,37,5,950,245440,20453.33333333333,66000,14952,1246.0,2136,9.0,0.0,2.333333333333333,0.5,0.8333333333333334,0.8333333333333334,0.0833333333333333,0.5833333333333334,0.5,0.9166666666666666,0.9166666666666666,0.1666666666666666,0.0,0.0,0.0,0
PRV55918,213.6,1068.0,12.0,12.0,1235.0,4120,12350,344.0,840,3440,10,0.4,2.0,0.8,1,0.2,76.0,10,1.0,17760,1776.0,11000,8,1.25,1,10.0,5,2.0,0.2,3,39,6,620,39000,3900.0,28000,5340,534.0,3204,6.0,0.0,1.1,0.3,0.7,0.4,0.2,0.3,0.6,0.8,0.7,0.2,0.3,0.2,0.0,0
PRV52703,47.5,100.0,12.0,12.0,2125.0,6010,8500,622.5,1370,2490,4,0.75,2.0,1.0,1,0.25,75.5,4,1.0,2700,675.0,2100,4,1.0,0,-99.0,3,1.3333333333333333,0.0,2,14,3,660,4080,1020.0,4080,1068,267.0,1068,0.0,0.0,0.0,0.25,0.75,0.25,0.0,0.25,0.0,0.75,0.75,0.0,0.25,0.25,0.0,0
PRV57388,11.11111111111111,100.0,12.0,12.0,3113.333333333333,10490,28020,1280.0,3470,11520,9,0.0,3.333,1.0,1,0.556,69.0,7,1.2857142857142858,1660,184.44444444444449,500,3,3.0,2,4.5,2,4.5,0.0,1,50,2,350,36410,4045.555555555556,13320,4272,474.6666666666667,2136,0.0,0.0,0.0,0.2222222222222222,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.2222222222222222,0.1111111111111111,0.5555555555555556,0.6666666666666666,0.2222222222222222,0.5555555555555556,0.0,0.0,0
PRV54466,0.0,0.0,12.0,12.0,716.6666666666666,1470,2150,436.6666666666667,610,1310,3,0.333,1.0,1.0,1,0.333,85.0,3,1.0,120,40.0,100,2,1.5,1,3.0,1,3.0,0.0,1,26,2,986,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0
PRV53296,1.978609625668449,100.0,11.871657754010696,11.935828877005347,3864.2780748663104,30190,722620,1214.385026737968,10110,227090,187,0.556,2.262,0.925,1,0.235,71.0,131,1.4274809160305344,62740,335.5080213903743,3300,105,1.7809523809523808,20,9.35,50,3.74,0.0,4,18,35,989,745000,3983.957219251337,44500,98756,528.1069518716578,3204,0.0,0.0,0.0,0.4064171122994652,0.6524064171122995,0.4010695187165775,0.1390374331550802,0.267379679144385,0.3957219251336898,0.732620320855615,0.8021390374331551,0.2245989304812834,0.3957219251336898,0.0748663101604278,0.0,0
PRV57187,1.5789473684210529,100.0,11.973684210526317,12.0,3067.0175438596493,30430,349640,746.140350877193,5860,85060,114,0.395,2.719,0.711,1,0.184,73.0,98,1.163265306122449,35010,307.10526315789474,3300,71,1.6056338028169015,20,5.7,42,2.7142857142857144,0.0,8,54,23,999,540310,4739.561403508772,31500,55536,487.1578947368421,3204,0.0,0.0,0.0,0.4298245614035088,0.7280701754385965,0.3596491228070175,0.175438596491228,0.3947368421052631,0.4035087719298245,0.6666666666666666,0.8245614035087719,0.4824561403508772,0.2631578947368421,0.0964912280701754,0.0087719298245614,0
PRV53369,0.0,0.0,12.0,12.0,1850.0,1850,1850,720.0,720,720,1,0.0,1.0,0.0,2,0.0,84.0,1,1.0,90,90.0,90,1,1.0,0,-99.0,1,1.0,0.0,1,18,1,540,0,0.0,0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0
PRV53084,100.0,100.0,12.0,12.0,1680.0,1680,1680,560.0,560,560,1,0.0,5.0,1.0,1,0.0,71.0,1,1.0,100,100.0,100,1,1.0,0,-99.0,0,-99.0,0.0,1,16,1,490,0,0.0,0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0
PRV56524,0.0,0.0,12.0,12.0,716.6666666666666,1820,2150,566.6666666666666,1260,1700,3,0.333,6.667,1.0,1,0.0,83.0,3,1.0,120,40.0,60,1,3.0,1,3.0,1,3.0,0.0,1,44,1,780,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.0,0.0,0
PRV52468,152.57142857142858,1068.0,12.0,12.0,1440.952380952381,10040,30260,460.0,1850,9660,21,0.333,2.952,0.429,3,0.238,72.0,21,1.0,32450,1545.2380952380952,18000,14,1.5,4,5.25,7,3.0,0.1428571428571428,2,12,6,530,134260,6393.333333333333,73020,10680,508.57142857142856,4272,17.0,0.0,1.1428571428571428,0.4285714285714285,0.4285714285714285,0.2857142857142857,0.1904761904761904,0.3333333333333333,0.3809523809523809,0.7142857142857143,0.7142857142857143,0.3333333333333333,0.1904761904761904,0.0952380952380952,0.0,0
PRV53104,358.05128205128204,1068.0,12.0,11.925,1783.5,11440,142680,574.25,3530,45940,80,0.562,4.412,0.988,1,0.375,77.0,55,1.4545454545454546,252770,3159.625,57000,37,2.1621621621621623,15,5.333333333333333,17,4.705882352941177,0.35,2,32,21,986,989380,12367.25,78200,101052,1263.15,5340,17.0,0.0,2.4875,0.3125,0.6875,0.5,0.075,0.3875,0.35,0.825,0.8125,0.425,0.25,0.1625,0.0,0
PRV56878,1.5384615384615383,40.0,12.0,12.0,1701.923076923077,4000,44250,455.0,1600,11830,26,0.654,1.038,0.885,1,0.192,81.5,8,3.25,6660,256.15384615384613,1300,1,26.0,2,13.0,2,13.0,0.0,1,45,2,930,30000,1153.8461538461538,10000,8544,328.61538461538464,1068,0.0,0.0,0.0,0.1538461538461538,0.6153846153846154,0.1923076923076923,0.0,0.2307692307692307,0.6538461538461539,0.8076923076923077,0.8076923076923077,0.3076923076923077,0.2307692307692307,0.0,0.0,0
PRV54701,0.0,0.0,12.0,12.0,1470.0,4790,8820,815.0,1320,4890,6,0.333,1.0,0.833,1,0.0,79.0,5,1.2,1310,218.3333333333333,1000,5,1.2,0,-99.0,4,1.5,0.0,3,47,4,90,20640,3440.0,14640,2136,356.0,1068,0.0,0.0,0.0,0.0,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.3333333333333333,0.0,0.0,0.0,0
PRV51722,0.0,0.0,12.0,12.0,100.0,100,100,0.0,0,0,1,0.0,1.0,1.0,1,0.0,70.0,1,1.0,30,30.0,30,1,1.0,0,-99.0,0,-99.0,0.0,1,5,1,470,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
PRV54715,5.2631578947368425,100.0,12.0,12.0,2753.157894736842,20100,52310,677.3684210526316,5320,12870,19,0.316,3.053,1.0,1,0.105,79.0,18,1.0555555555555556,6890,362.6315789473685,2200,2,9.5,1,19.0,2,9.5,0.0,1,30,3,70,114900,6047.368421052632,57000,11748,618.3157894736842,2136,0.0,0.0,0.0,0.4210526315789473,0.6842105263157895,0.4736842105263157,0.1578947368421052,0.3157894736842105,0.6842105263157895,0.7894736842105263,0.7368421052631579,0.1052631578947368,0.3684210526315789,0.0526315789473684,0.0,0
PRV57054,1.4814814814814814,40.0,12.0,12.0,2185.185185185185,17630,59000,642.2222222222222,4580,17340,27,0.556,1.481,1.0,1,0.185,77.0,18,1.5,5190,192.22222222222223,1900,6,4.5,2,13.5,5,5.4,0.0,1,45,7,590,190810,7067.037037037037,58300,16020,593.3333333333334,4272,0.0,0.0,0.0,0.6296296296296297,0.6666666666666666,0.2962962962962963,0.1111111111111111,0.2962962962962963,0.5555555555555556,0.8518518518518519,1.0,0.2592592592592592,0.2222222222222222,0.2592592592592592,0.0,0
PRV55604,1068.0,1068.0,12.0,12.0,734.7058823529412,2570,12490,328.8235294117647,1210,5590,17,0.471,7.353,0.882,1,0.294,69.0,17,1.0,130000,7647.058823529412,18000,1,17.0,1,17.0,0,-99.0,1.0,1,36,5,670,226410,13318.235294117649,49480,29632,1743.0588235294117,6136,20.0,5.0,7.352941176470588,0.4117647058823529,0.7058823529411765,0.6470588235294118,0.2941176470588235,0.5294117647058824,0.4705882352941176,0.5294117647058824,0.7647058823529411,0.2352941176470588,0.1764705882352941,0.1764705882352941,0.0,0
PRV55086,3.8461538461538463,90.0,12.0,12.0,2080.0,17550,162240,531.9230769230769,3410,41490,78,0.462,3.128,0.846,1,0.192,78.0,60,1.3,14690,188.3333333333333,3300,3,26.0,3,26.0,3,26.0,0.0,1,33,2,600,282700,3624.358974358974,69900,28836,369.6923076923077,3204,0.0,0.0,0.0,0.3461538461538461,0.6282051282051282,0.4487179487179487,0.1794871794871795,0.2179487179487179,0.4102564102564102,0.8076923076923077,0.6153846153846154,0.3974358974358974,0.2692307692307692,0.0769230769230769,0.0,0
PRV54340,39.9375,1068.0,12.0,11.96875,2844.0625,23770,273030,617.1875,4540,59250,96,0.479,2.698,0.771,1,0.24,70.0,54,1.7777777777777777,69900,728.125,23000,36,2.6666666666666665,8,12.0,17,5.647058823529412,0.03125,3,54,12,999,690880,7196.666666666667,55200,59808,623.0,3204,6.0,0.0,0.1666666666666666,0.5520833333333334,0.6354166666666666,0.3229166666666667,0.0729166666666666,0.3541666666666667,0.4583333333333333,0.7395833333333334,0.875,0.4583333333333333,0.46875,0.1041666666666666,0.0,0
PRV55619,0.0,0.0,12.0,12.0,835.0,940,1670,550.0,840,1100,2,0.5,1.0,1.0,1,0.0,79.5,2,1.0,60,30.0,50,1,2.0,0,-99.0,1,2.0,0.0,1,36,1,400,7000,3500.0,7000,1068,534.0,1068,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.5,0.0,0.0,0
PRV52914,5.409836065573771,100.0,12.0,11.78688524590164,1841.639344262295,6140,112340,619.016393442623,1820,37760,61,0.311,1.885,0.951,1,0.131,74.0,44,1.3863636363636365,17170,281.4754098360656,2400,15,4.066666666666666,4,15.25,9,6.777777777777778,0.0,2,18,5,580,235360,3858.3606557377047,31700,30404,498.4262295081968,2136,0.0,0.0,0.0,0.4590163934426229,0.7049180327868853,0.3114754098360656,0.180327868852459,0.180327868852459,0.4590163934426229,0.6885245901639344,0.7704918032786885,0.4262295081967213,0.3114754098360656,0.1639344262295081,0.0,0
PRV57406,717.3134328358209,1068.0,12.0,11.735294117647058,2929.705882352941,26470,199220,732.9411764705883,6310,49840,68,0.426,4.632,0.941,1,0.176,73.5,58,1.1724137931034482,505460,7433.235294117647,75000,18,3.7777777777777777,7,9.714285714285714,10,6.8,0.6764705882352942,2,51,12,570,770870,11336.323529411764,93000,79632,1171.0588235294117,3204,17.0,3.0,3.823529411764706,0.4558823529411764,0.6911764705882353,0.5294117647058824,0.1764705882352941,0.4264705882352941,0.4558823529411764,0.8088235294117647,0.8529411764705882,0.3676470588235294,0.3823529411764705,0.1617647058823529,0.0,0
PRV51894,0.0,0.0,12.0,12.0,1516.0,4320,30320,357.5,1000,7150,20,0.35,1.55,0.85,1,0.15,72.0,20,1.0,9210,460.5,3300,11,1.818181818181818,4,5.0,4,5.0,0.0,8,45,11,940,105590,5279.5,37000,13884,694.2,4272,0.0,0.0,0.0,0.45,0.55,0.5,0.15,0.3,0.35,0.75,0.65,0.3,0.45,0.1,0.0,0
PRV57479,0.0,0.0,12.0,12.0,1971.578947368421,9360,37460,430.0,1540,8170,19,0.263,2.421,1.0,1,0.368,72.0,17,1.1176470588235294,7220,380.0,3200,2,9.5,1,19.0,1,19.0,0.0,1,51,2,400,63070,3319.4736842105262,19000,5340,281.05263157894734,1068,0.0,0.0,0.0,0.3157894736842105,0.7894736842105263,0.4210526315789473,0.2631578947368421,0.2631578947368421,0.5263157894736842,0.6842105263157895,0.631578947368421,0.3157894736842105,0.1578947368421052,0.1578947368421052,0.1052631578947368,0
PRV56405,4.333333333333333,100.0,12.0,12.0,1641.8333333333333,7310,98510,503.8333333333333,2870,30230,60,0.467,1.967,0.883,1,0.117,71.0,53,1.1320754716981132,24090,401.5,3300,21,2.857142857142857,5,12.0,15,4.0,0.0,3,54,10,999,152340,2539.0,51180,14952,249.2,2136,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.2166666666666666,0.35,0.4,0.6833333333333333,0.6666666666666666,0.3,0.2666666666666666,0.15,0.0,0
PRV52450,1.9798657718120805,100.0,11.919463087248324,11.956375838926174,2521.241610738255,30660,751330,704.2953020134228,8180,209880,298,0.443,2.366,0.721,1,0.218,72.5,232,1.2844827586206895,81540,273.6241610738255,4500,14,21.285714285714285,10,29.8,9,33.111111111111114,0.0,1,11,15,970,1081780,3630.13422818792,41300,150092,503.66442953020135,25136,0.0,0.0,0.0,0.4194630872483221,0.5906040268456376,0.3389261744966443,0.1644295302013423,0.2751677852348993,0.4899328859060403,0.697986577181208,0.7718120805369127,0.3523489932885906,0.3456375838926174,0.1308724832214765,0.0,0
PRV57293,1068.0,1068.0,10.0,12.0,2370.833333333333,6520,28450,910.0,2860,10920,12,0.5,9.75,0.917,1,0.333,70.0,10,1.2,100000,8333.333333333334,13000,1,12.0,1,12.0,1,12.0,1.0,1,49,4,680,203600,16966.666666666668,65000,20224,1685.3333333333333,3204,36.0,6.5,9.75,0.5,0.6666666666666666,0.75,0.0833333333333333,0.1666666666666666,0.4166666666666667,0.75,0.8333333333333334,0.0833333333333333,0.3333333333333333,0.1666666666666666,0.0,0
PRV51439,5.0,100.0,12.0,12.0,3183.333333333333,25140,133700,1046.190476190476,7450,43940,42,0.524,1.381,0.786,1,0.333,76.0,41,1.024390243902439,15040,358.0952380952381,3300,25,1.68,9,4.666666666666667,11,3.8181818181818175,0.0,1,5,11,650,142360,3389.5238095238096,47030,13248,315.42857142857144,3204,0.0,0.0,0.0,0.238095238095238,0.5952380952380952,0.3333333333333333,0.0952380952380952,0.3095238095238095,0.5,0.7142857142857143,0.7619047619047619,0.4523809523809524,0.3333333333333333,0.0714285714285714,0.0238095238095238,0
PRV53144,85.10526315789474,1068.0,12.0,12.0,1963.8461538461536,15650,76590,557.9487179487179,4900,21760,39,0.359,3.821,1.0,1,0.205,79.0,34,1.1470588235294117,36460,934.8717948717948,15000,30,1.3,9,4.333333333333333,11,3.5454545454545454,0.1025641025641025,2,26,17,986,366230,9390.51282051282,52000,30904,792.4102564102565,3204,13.0,0.0,1.0,0.5384615384615384,0.4358974358974359,0.5128205128205128,0.1794871794871795,0.2564102564102564,0.5384615384615384,0.717948717948718,0.8205128205128205,0.358974358974359,0.358974358974359,0.0769230769230769,0.0,0
PRV53320,54.74193548387097,1068.0,9.096774193548388,11.903225806451612,3163.2258064516127,9900,196120,533.2258064516129,1790,33060,62,0.323,3.645,0.968,1,0.468,68.5,35,1.7714285714285714,81340,1311.9354838709678,45000,6,10.333333333333334,5,12.4,4,15.5,0.0483870967741935,1,18,9,990,416400,6716.129032258064,45050,52332,844.0645161290323,3204,3.0,0.0,0.1129032258064516,0.4516129032258064,0.7580645161290323,0.5,0.1935483870967742,0.4677419354838709,0.4516129032258064,0.6451612903225806,0.7096774193548387,0.3387096774193548,0.2258064516129032,0.4032258064516129,0.0,0
PRV53534,0.7894736842105263,60.0,12.0,12.0,2790.5263157894738,15850,212080,864.8684210526316,6420,65730,76,0.368,3.342,0.803,1,0.211,71.5,41,1.853658536585366,24190,318.2894736842105,3300,1,76.0,1,76.0,1,76.0,0.0,1,19,2,270,416170,5475.921052631579,51000,44788,589.3157894736842,3204,0.0,0.0,0.0,0.4605263157894737,0.5263157894736842,0.3815789473684211,0.0394736842105263,0.3947368421052631,0.4342105263157895,0.7763157894736842,0.7894736842105263,0.1973684210526315,0.3421052631578947,0.0789473684210526,0.0,0
PRV51758,0.0,0.0,12.0,12.0,941.4285714285714,1960,6590,321.42857142857144,1070,2250,7,0.429,3.857,0.714,1,0.0,84.0,7,1.0,910,130.0,300,3,2.333333333333333,1,7.0,2,3.5,0.0,2,54,2,400,5000,714.2857142857143,5000,1068,152.57142857142858,1068,0.0,0.0,0.0,0.4285714285714285,0.4285714285714285,0.5714285714285714,0.0,0.2857142857142857,0.4285714285714285,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.2857142857142857,0.2857142857142857,0.0,0
PRV53283,36.329896907216494,1068.0,12.0,11.97938144329897,3378.969072164949,18380,327760,920.9278350515464,5840,89330,97,0.474,2.845,0.897,1,0.155,72.0,57,1.7017543859649122,100220,1033.1958762886595,26000,18,5.388888888888889,10,9.7,10,9.7,0.0309278350515463,4,49,8,990,453450,4674.742268041237,50000,70216,723.8762886597938,3204,4.0,0.0,0.1134020618556701,0.2886597938144329,0.7525773195876289,0.3092783505154639,0.3505154639175257,0.3402061855670103,0.5670103092783505,0.6701030927835051,0.865979381443299,0.1958762886597938,0.3917525773195876,0.1546391752577319,0.0,0
PRV57015,3.409090909090909,100.0,12.0,12.0,3023.8636363636365,33980,133050,697.0454545454545,6180,30670,44,0.364,2.182,0.841,1,0.091,75.0,39,1.1282051282051282,22930,521.1363636363636,10300,2,22.0,2,22.0,2,22.0,0.0,1,45,1,130,281500,6397.727272727273,86030,21360,485.45454545454544,2136,0.0,0.0,0.0,0.2727272727272727,0.4772727272727273,0.3863636363636363,0.1818181818181818,0.2727272727272727,0.4772727272727273,0.8181818181818182,0.8181818181818182,0.2954545454545454,0.3863636363636363,0.0681818181818181,0.0454545454545454,0
PRV52746,0.0,0.0,12.0,12.0,1800.0,1800,1800,1670.0,1670,1670,1,0.0,1.0,1.0,1,1.0,77.0,1,1.0,50,50.0,50,1,1.0,0,-99.0,0,-99.0,0.0,1,14,1,141,0,0.0,0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
PRV56089,0.0,0.0,12.0,12.0,720.0,720,720,170.0,170,170,1,1.0,1.0,1.0,1,0.0,69.0,1,1.0,10,10.0,10,1,1.0,0,-99.0,1,1.0,0.0,1,39,1,330,0,0.0,0,1068,1068.0,1068,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0
